choice_B,5
choice_A,0
choice_C,8
start_B,0
start_A,3
start_C,7
nmove_B,5
nmove_A,3
nmove_C,3
time,11020506
choice_B,5
choice_A,0
choice_C,8
start_B,0
start_A,3
start_C,7
nmove_B,5
nmove_A,3
nmove_C,3
time,11020506
