choice_B,7
choice_A,2
choice_I,6
choice_C,5
choice_F,8
choice_H,8
choice_J,5
choice_D,5
choice_G,6
choice_E,11
start_B,8
start_A,4
start_I,3
start_C,3
start_F,4
start_H,7
start_J,2
start_D,0
start_G,10
start_E,6
nmove_B,7
nmove_A,8
nmove_I,3
nmove_C,2
nmove_F,4
nmove_H,1
nmove_J,3
nmove_D,5
nmove_G,4
nmove_E,2
enum_help,1
time,16101646
